set,R2,,d1,k1,d2,k2,Kd,n,k3
33,0.709117926,,0.01829,0.08299,0.11669,0.001023,0.554838599,0.964487,0.000432
89,0.709073521,,0.01829,0.08299,0.11669,0.001023,0.369402644,0.964487,0.000432
73,0.709038524,,0.01829,0.08299,0.11669,0.001023,0.56776245,0.964487,0.000432
47,0.708954564,,0.01829,0.08299,0.11669,0.001023,0.475882791,0.964487,0.000432
98,0.708904808,,0.01829,0.08299,0.11669,0.001023,0.40973211,0.964487,0.000432
7,0.708609633,,0.01829,0.08299,0.11669,0.001023,0.372248823,0.964487,0.000432
20,0.708507266,,0.01829,0.08299,0.11669,0.001023,0.320503911,0.964487,0.000432
8,0.708386496,,0.01829,0.08299,0.11669,0.001023,0.309623085,0.964487,0.000432
59,0.708347538,,0.01829,0.08299,0.11669,0.001023,0.342110707,0.964487,0.000432
2,0.708312864,,0.01829,0.08299,0.11669,0.001023,0.158185498,0.964487,0.000432
68,0.708237567,,0.01829,0.08299,0.11669,0.001023,0.27070732,0.964487,0.000432
44,0.708169344,,0.01829,0.08299,0.11669,0.001023,0.180925591,0.964487,0.000432
84,0.708096305,,0.01829,0.08299,0.11669,0.001023,0.233077312,0.964487,0.000432
54,0.708046374,,0.01829,0.08299,0.11669,0.001023,0.223442955,0.964487,0.000432
30,0.708035853,,0.01829,0.08299,0.11669,0.001023,0.23942344,0.964487,0.000432
52,0.707791302,,0.01829,0.08299,0.11669,0.001023,0.116815373,0.964487,0.000432
77,0.707657898,,0.01829,0.08299,0.11669,0.001023,0.103315782,0.964487,0.000432
100,0.707631444,,0.01829,0.08299,0.11669,0.001023,0.130566972,0.964487,0.000432
