"FSC-A","SSC-A","GFP-A","PI_LSS-mKate-A","mCherry-A"
10.629009,376.501862,213.705063,302.300812,484.909271
6.978353,155.967255,0.055656,0.070023,0.044510
8.479690,361.174286,203.320786,292.949738,424.203491
11.689756,404.960602,216.920517,314.282745,474.187897
10.506339,396.388092,218.597885,313.660309,470.088715
6.229202,161.358871,0.001607,0.068215,0.047729
6.383881,164.599426,0.096525,0.294475,0.112607
10.556602,376.449677,213.228973,306.800140,467.671234
8.952921,438.190674,196.711624,286.707886,447.808258
7.149309,158.875778,0.397140,0.174414,0.101725
12.301394,399.004272,228.802444,330.373230,486.296936
11.224518,384.165039,217.046387,317.926910,476.018341
6.531346,159.749939,0.268564,0.247684,0.090513
6.700054,164.403366,0.167932,0.444563,0.010814
7.020110,149.396271,0.027322,0.354617,-0.005635
10.164715,384.877716,214.484070,311.137360,466.911133
6.825242,163.967163,0.165542,0.219482,-0.032168
11.026628,384.319183,210.246201,307.977173,470.391510
6.430599,163.617767,0.267167,0.252184,0.298902
7.646912,168.219254,0.142828,0.328013,0.047049
11.257288,386.464996,218.780075,314.952423,467.398254
6.797385,162.965302,0.063019,0.134955,0.008832
7.880660,370.778229,196.541656,285.322998,438.603485
8.115163,362.185333,182.772934,261.439941,410.601044
10.500854,384.209320,216.293350,316.558533,470.692291
11.064752,416.565918,211.185150,305.470184,474.783386
7.150514,160.689987,0.042169,0.114128,0.031647
7.295310,147.817459,0.092955,0.039845,0.058893
7.592995,160.961151,0.006678,0.386740,0.162867
6.909996,164.322357,0.062871,0.209424,0.080900
10.341903,397.639893,217.956879,316.750122,475.850159
11.519972,421.196808,233.233810,337.739990,494.530151
7.257096,154.837936,0.247654,0.181682,0.208983
10.501599,396.016663,207.720596,295.734619,471.354187
10.056194,401.152283,209.907791,301.685822,449.421112
8.666865,384.467133,203.901245,291.421051,440.273804
11.275246,383.930786,211.068085,308.004242,487.331970
6.937999,162.000549,0.330593,0.073529,0.007406
7.115484,154.598541,0.290015,0.073295,0.321311
6.425337,150.016190,0.454016,0.078854,0.381721
13.332117,451.965668,235.684601,343.354828,504.844299
10.272943,419.098541,199.057587,292.549683,450.306122
6.583175,166.476654,0.208442,-0.040748,0.005232
12.162288,427.257629,229.504349,334.766968,500.551880
12.991107,448.551514,226.619980,332.198486,511.213837
11.508319,372.163544,222.022156,326.288788,472.205170
10.599653,363.908844,212.456650,307.558563,480.815735
10.203464,402.723053,217.204071,309.275146,458.499878
9.510663,383.599579,200.508591,287.709747,439.968506
10.246441,398.289001,216.854416,308.725647,451.362732
10.449537,401.508270,209.703232,309.357025,468.407593
6.329056,137.537659,0.218224,0.030819,0.034925
6.122327,157.384384,-0.151485,0.133631,0.319295
8.447309,395.681396,212.254593,307.658813,447.747345
6.576219,154.126007,-0.020406,0.380457,0.113365
7.309308,160.529846,0.170057,0.189098,0.114095
7.409444,168.415298,0.100190,0.008150,0.385457
9.657284,396.717010,217.256378,315.431122,459.637665
7.839175,164.351517,0.243552,0.271127,0.318050
9.189961,392.161530,210.554214,303.103973,456.573059
6.815093,159.339050,0.120286,0.198836,0.352792
11.321090,379.395020,225.358749,325.486298,478.422272
6.431893,155.833542,0.294180,0.179663,0.253473
7.022854,162.607269,0.048331,0.171364,-0.004315
6.707186,146.826706,0.425515,0.295907,0.036963
6.759245,166.673981,0.228400,0.219378,0.305816
6.920840,153.345612,0.189867,0.148147,0.033110
10.212794,407.986664,213.238190,307.688232,458.724548
11.204734,386.228943,210.748779,304.699402,467.982056
6.492073,169.662918,-0.047064,0.165089,0.194416
7.084510,158.761108,0.158792,0.116139,0.186338
11.156444,386.001556,216.875916,313.258728,471.361084
9.223321,360.812378,199.138962,284.746094,447.833557
7.056320,168.266113,0.042528,0.264729,0.079689
10.341354,401.708557,210.400986,303.873718,463.865906
12.074199,352.538544,222.804779,320.693787,480.756378
11.632562,524.576111,211.447510,303.035278,470.583344
7.040012,160.524475,0.026118,0.262074,0.201176
11.545072,393.256622,216.142044,307.674591,480.021088
6.389331,153.436081,-0.033001,0.246459,0.044604
6.196368,166.301239,-0.039238,0.049603,0.128155
10.677647,391.459595,217.370407,309.370911,466.161682
10.846704,403.485626,213.557236,306.547180,468.284088
11.507670,395.679657,227.304871,333.666809,482.745483
10.122081,41.609058,0.178831,0.477859,0.120786
11.035069,367.472992,224.262558,316.731293,474.359497
6.843492,154.325851,0.113511,0.139668,-0.178551
9.740500,371.799194,216.762543,313.357605,464.243378
7.971703,369.860992,199.563034,288.403870,427.965881
7.288374,159.485748,-0.031784,0.158828,-0.134699
6.509881,163.938431,0.157692,0.218468,0.346502
6.346251,167.226593,0.412271,-0.021615,0.314173
10.440143,402.698090,210.561478,300.485474,429.506348
9.828888,382.628632,197.174469,284.850586,441.014343
10.140515,360.421173,212.831528,310.234955,469.706848
7.639480,163.094086,0.054908,0.187014,0.238537
6.789078,167.264801,-0.012168,0.057681,0.227178
9.283333,398.637421,218.032379,315.159668,459.862396
9.660378,407.189392,209.085312,298.641479,437.537476
7.013935,155.916061,0.063860,0.167468,0.341567
6.955685,169.455139,0.132693,0.122926,0.191325
6.787385,155.980057,0.079069,-0.069061,0.205976
9.019995,379.165314,206.221985,296.329468,423.576813
7.486431,163.529343,0.302048,0.194683,0.216699
7.027958,158.495819,0.306328,0.104025,0.193082
12.149100,367.784149,220.124512,322.367249,496.856323
7.173010,161.009979,0.448425,0.332930,0.207063
6.676560,164.255630,0.199328,0.273742,-0.015065
6.308287,154.583832,0.019344,0.243660,0.138461
6.745883,160.036041,0.201593,0.209210,0.215830
6.757340,155.429108,0.265433,0.229471,0.245663
10.673784,356.241272,221.018570,313.478271,470.751465
6.904434,162.846695,-0.115828,0.265049,0.061720
7.273956,166.181961,0.139145,0.379715,0.116247
6.318341,162.233765,0.069730,0.188609,0.153020
6.261207,161.937805,0.076805,0.111211,0.213321
6.539217,154.899933,0.099682,0.030790,0.225630
7.623888,161.303528,0.187211,0.177683,-0.012519
11.766408,395.760834,229.746170,329.542053,488.827789
26.045824,545.801025,208.213242,304.599762,437.094727
6.395549,161.563995,-0.030990,0.266482,0.245887
6.743796,149.808792,0.319088,0.076181,-0.027688
7.733143,152.541183,0.128538,0.257479,0.037137
11.715841,397.249268,219.142807,318.519379,478.459534
9.941146,375.480865,214.880585,313.096527,455.669128
8.403099,350.603027,205.300842,285.531586,427.573608
10.109505,403.046173,213.840500,306.025635,456.547485
6.964873,163.389954,0.224771,-0.045957,0.194407
10.871887,386.868958,220.384277,319.791046,480.964081
10.822701,406.064270,210.829559,313.056732,469.191010
7.162511,160.220779,0.137857,0.170831,0.183986
8.122138,383.126099,193.949051,283.897827,437.561432
11.319006,374.375183,231.255157,330.789093,470.533783
10.228226,407.390167,207.994934,304.202087,455.918274
6.867197,168.991348,0.026583,0.120406,0.252252
7.225239,156.780258,0.015712,0.187173,-0.044628
6.890116,157.291321,-0.060628,0.141882,0.406105
9.739944,389.873108,217.334503,312.346161,449.719421
21.019140,253.577805,0.006187,0.294502,0.077674
23.154577,316.649261,0.286068,0.238270,0.247475
6.548032,163.548630,0.033012,-0.068785,0.190928
6.878744,162.292572,0.054971,0.202447,0.000237
7.162510,155.995331,0.273288,0.255273,0.212062
9.309714,311.474335,216.619644,307.713654,464.812439
11.439734,359.055267,210.589600,309.938690,472.068085
9.801695,396.609863,202.810226,293.884003,459.226379
7.589776,165.698013,0.138733,0.048016,-0.096504
10.714515,344.918610,225.190933,325.971039,458.502319
6.805731,152.571686,-0.196497,0.032826,0.173201
6.495583,159.563248,0.154922,0.066606,0.141133
11.076777,411.496857,221.882233,320.724304,486.028290
6.948130,161.224274,0.038782,0.235986,0.030284
6.990257,167.348770,0.245052,0.053118,0.111173
7.002775,362.445190,192.166779,274.420654,409.404633
8.220520,359.784637,189.240219,280.064789,423.348511
10.408086,397.539734,221.026398,314.980530,466.580353
9.903755,382.791412,207.017578,302.965881,465.838379
6.329839,158.979507,0.116137,0.406628,0.100785
6.762197,162.652725,0.327721,0.293258,0.246331
11.423582,386.033783,223.021881,320.750488,475.927338
11.068209,388.991699,224.328018,331.392242,473.802216
6.214346,162.469070,-0.179851,0.343939,0.064158
11.449191,369.938416,222.416763,325.678711,476.770874
8.807367,408.587921,197.346237,286.768677,435.957245
10.660713,374.137085,221.678040,321.935242,459.546448
7.185928,166.352432,0.233760,0.127924,-0.050579
10.478703,399.209595,217.703629,311.378265,480.885956
6.289701,160.984528,-0.032362,0.159173,0.035088
7.303492,167.872955,-0.140029,0.125132,0.156128
10.194720,371.785217,218.059784,316.896484,470.537140
7.096988,155.446487,-0.041641,0.253945,-0.014739
12.365296,8.479179,0.335138,-0.049629,0.353929
6.445746,153.810822,-0.042300,0.119034,0.130018
11.228853,368.225830,226.589935,326.198761,468.579865
11.132217,378.025452,222.268539,322.599548,464.426910
9.474852,392.941956,208.758972,300.819916,449.283722
7.885141,154.357269,0.020454,0.178916,0.189510
11.748166,365.301666,226.730484,323.728119,470.630890
7.029614,159.109268,-0.110058,0.171591,-0.016324
6.681479,165.633682,0.035310,0.024736,0.012186
10.514564,374.115479,212.550964,312.823334,473.432648
11.421751,375.614105,220.101883,320.026215,463.883820
10.705871,354.940063,214.335114,313.784515,479.446777
11.104132,360.178741,216.686417,308.290253,469.662262
7.502839,162.314774,-0.136404,0.158095,0.303608
107.257652,183.837860,185.339294,269.129913,432.836426
8.971470,403.834930,215.738434,314.117554,460.698364
7.097975,151.526764,0.153270,0.155907,0.060142
6.438849,157.103409,0.073138,0.312641,0.198381
7.240566,164.168198,-0.019000,0.133819,0.169245
8.303471,375.324524,205.701599,302.662537,431.146545
10.192980,388.016418,208.558792,302.884186,456.131165
6.031635,156.872147,-0.083851,0.334570,0.004638
6.544919,148.016235,0.146010,0.162222,0.075318
10.783886,401.869232,211.766052,306.195618,468.212585
6.632180,161.265900,0.134070,0.148063,0.014803
11.222759,405.058563,216.914749,316.461487,459.787811
9.644093,386.647186,198.891891,294.998444,459.058990
10.108002,372.216705,221.844315,314.449066,471.295929
5.738808,150.069229,0.185170,-0.113832,0.090359
8.020829,328.174744,208.591187,300.054352,420.098633
8.772511,380.551666,202.702377,299.722290,439.503326
6.417562,160.358047,0.460048,0.206994,0.128737
7.309289,153.090179,0.150849,0.083840,0.062033
8.532112,373.761108,198.472946,290.748749,422.614929
7.374750,148.374527,-0.014055,0.255524,-0.141005
11.203721,407.110138,214.023239,308.180023,475.924561
6.805545,162.037491,0.126199,0.176385,-0.002744
6.447604,165.140610,-0.017588,0.150572,0.169510
6.711229,156.719421,-0.153726,0.065481,0.204693
9.835156,373.930206,213.944702,312.770721,465.732758
6.944785,162.466568,0.117495,0.091474,0.248338
9.934268,387.545197,217.247803,313.643188,463.877716
8.975496,331.287323,193.328659,273.633240,419.076813
6.436497,163.239136,0.122665,0.146817,-0.007789
11.276059,381.537140,221.650513,321.559631,468.592529
11.610054,357.040802,219.230453,321.882507,477.910614
9.229217,424.495270,207.569260,299.638489,458.234924
7.211656,137.798462,0.048780,0.012682,0.156734
11.034950,396.115295,213.209793,306.276154,481.165131
9.653621,385.351746,210.399628,305.308746,452.780731
6.448583,160.236786,0.248440,0.034427,-0.074130
6.562892,158.806290,0.079611,0.072636,-0.110545
7.810204,362.188843,206.251846,295.147461,427.013794
10.279665,374.364075,224.828201,324.963379,477.636505
11.082037,425.420197,205.272705,296.036041,460.417297
6.975892,161.579132,-0.024602,0.115771,0.140270
9.990447,446.832306,201.938065,294.107788,461.669922
8.898619,385.330383,204.414230,300.573456,437.061218
11.379937,391.962860,218.607330,319.423584,469.936279
6.491339,159.624390,0.153401,0.318245,0.098688
6.680194,165.304184,-0.005487,0.159415,0.081905
7.637224,150.325409,-0.027848,0.085281,0.351506
9.971330,369.987915,207.265533,307.134644,452.332153
11.430495,368.025360,219.652954,320.923706,477.299194
11.122943,359.684082,222.026886,320.694366,468.869751
11.800373,371.761902,228.713242,325.696198,465.123352
6.988098,154.611465,0.201696,0.146299,0.235568
7.203180,166.973801,0.059411,0.045664,0.112147
11.805263,385.043884,214.411942,313.630707,481.437256
6.788154,161.865387,-0.010000,0.161752,0.030900
6.696630,155.133102,-0.040169,0.090594,0.326748
11.288417,374.438202,217.588074,312.955505,469.505219
8.624643,365.403992,206.300720,292.129120,421.500397
12.757587,389.726471,215.659241,318.240692,489.100159
8.944407,376.461273,195.977753,287.323944,427.668732
7.741395,154.198410,-0.159860,0.133868,0.059422
6.588236,155.861221,0.331205,0.268363,0.050862
6.898343,161.942108,0.132890,0.201791,-0.026591
11.167617,369.293121,210.662125,303.883209,471.469818
6.445072,155.941620,-0.130876,0.293580,0.051611
11.079342,391.080841,218.276459,308.357544,480.193115
11.824714,362.533722,214.153702,309.449158,478.856842
7.318718,154.961197,0.049348,0.140321,0.244622
5.953151,29.395475,0.038671,0.356278,0.100279
10.808706,374.612152,225.175598,319.914825,464.638428
10.427521,380.412201,214.044250,310.658234,448.250244
9.791084,375.684906,224.054550,325.104279,448.052887
6.969730,157.723114,-0.153424,0.183920,0.283871
11.827862,398.500183,217.575851,317.509338,475.725494
9.574965,301.968872,216.772690,312.945984,459.561829
7.190585,155.585190,0.271616,0.316975,0.205235
10.938019,392.977203,215.529160,309.559387,468.901428
6.731015,149.133545,0.130316,0.038303,0.026378
10.091228,400.465790,216.286774,316.881470,457.597321
11.668159,374.644684,219.781937,319.895508,469.680176
7.143114,150.611252,0.169802,0.157397,-0.170711
13.273618,423.171509,239.795319,350.970734,503.555542
12.153602,1284.233276,273.892059,373.985687,575.511230
6.508733,165.179001,0.255761,-0.027692,0.235904
6.442564,160.652191,0.168904,0.039437,0.428502
9.985125,389.747070,220.511703,321.486084,460.015747
11.530998,359.449280,219.225159,314.385864,474.819641
6.396939,153.336838,0.096672,-0.035950,0.374703
6.179976,156.470871,-0.003354,0.107743,0.135918
7.161162,164.675446,0.011754,-0.139536,0.372037
12.815162,420.892151,220.990112,319.174042,496.993561
7.167935,155.911453,0.067757,0.148779,0.207207
7.258148,163.066071,-0.040173,0.158020,0.113295
11.592876,390.732300,214.916580,313.041351,460.537445
6.861509,165.270584,-0.076511,0.131131,-0.105122
6.922271,156.780197,-0.000783,0.268659,0.055581
7.080142,165.615143,-0.048216,0.203758,0.208042
7.183753,149.061340,-0.019137,0.278291,-0.071134
9.898493,412.900024,213.053055,307.162933,459.701385
6.885381,152.251755,0.017552,0.323110,0.122646
7.160590,164.153641,0.061370,0.029137,0.103275
7.812511,348.139099,190.736847,282.692993,403.264465
9.439949,392.339142,206.083664,297.833221,427.291687
10.440954,402.065979,220.093704,318.238068,471.672577
10.862998,373.832672,213.947021,309.392365,472.047913
6.752943,153.480286,0.054921,0.120731,0.154176
10.784925,400.310516,212.864731,309.008026,474.273499
6.709756,158.882019,0.057725,0.271540,0.271900
9.438949,394.077209,206.650620,306.451172,449.976074
8.657598,382.135620,205.224838,296.679443,456.397308
9.300475,383.885529,210.904007,302.451263,430.283630
7.650949,156.721527,0.079773,0.085590,0.118481
10.533555,395.551636,222.953400,321.158112,474.722107
10.709285,390.269287,222.369705,322.141663,476.465729
6.222556,160.228836,0.110002,0.023922,0.178771
7.205689,145.998795,0.034957,-0.022976,0.321992
6.539167,156.860397,-0.032820,0.111338,0.078227
11.626194,370.948090,230.774216,329.565948,471.401367
10.104457,373.701416,217.550797,315.518280,447.756470
7.356834,158.415436,-0.111074,0.044354,0.274151
6.643225,157.441788,-0.129175,0.045227,0.041380
11.697557,375.504120,228.763718,328.976990,470.701294
9.349882,400.354004,206.106461,298.532715,437.529175
21.303091,587.190186,422.793793,614.399658,891.692627
6.686821,161.176880,0.150157,0.196242,0.086253
6.863667,154.469803,0.288688,0.281084,0.115849
10.106941,404.839447,214.572372,312.148468,450.879822
10.319193,390.935822,200.617615,293.656097,450.848907
11.398770,367.427399,218.391922,317.408386,470.559021
11.152597,386.119568,225.481064,329.036072,460.605896
6.892119,157.498566,0.328834,0.055992,0.100462
9.909119,394.551056,204.204803,299.210785,427.294434
7.004095,153.432999,0.106228,0.251409,0.334361
9.921297,387.876221,214.978851,311.282043,455.543945
6.416377,157.535599,0.026817,0.089984,0.190867
11.449770,403.451447,217.348389,309.502655,480.194580
12.129104,404.253052,224.139465,323.836243,478.028992
7.095397,282.095703,212.842896,304.447357,470.796722
9.109560,357.597931,209.406769,298.935455,422.959808
6.247986,137.084549,-0.064704,-0.058142,0.141859
6.822997,153.671310,0.134140,0.123049,0.083771
7.639402,161.519043,-0.028959,0.224851,0.161567
10.223207,409.218811,211.927048,303.399963,468.739807
11.328447,361.552307,219.740463,313.548462,464.664795
6.850606,171.399384,-0.130931,0.039555,0.064141
6.949675,152.212570,0.078261,0.103942,-0.072007
6.907943,154.714600,0.308717,0.062885,0.029052
22.270540,296.344391,0.085393,0.232418,0.048042
6.949705,159.244873,-0.058360,-0.023207,0.105566
10.616821,371.764954,218.622528,307.668945,461.777893
6.797863,155.119919,0.030465,0.155474,0.112678
6.737300,165.296906,0.200737,0.144089,0.033674
6.739717,170.134964,-0.070279,0.055452,0.141813
10.995860,391.451080,233.513321,331.371521,474.528015
10.590689,366.565338,210.369720,307.567291,455.976898
5.941555,164.585861,0.202169,0.022068,0.238585
10.770916,415.521606,217.383896,318.442871,481.100861
7.382908,155.852036,0.194196,0.054435,0.006615
6.234609,146.926895,0.205321,0.039059,0.348893
10.698673,394.135498,223.551956,325.050201,475.426483
6.959757,157.996460,0.045622,0.169315,0.146077
10.647070,394.907654,209.841537,306.573853,450.073547
10.026912,378.718842,215.829651,308.596924,454.679779
6.839642,153.353088,0.442626,-0.072154,0.142805
6.566232,160.805618,0.216327,0.173085,0.295970
6.593050,155.779495,0.280847,-0.019792,-0.062869
6.554818,148.584747,0.011059,0.095535,0.157798
11.523359,408.956512,215.263123,308.512268,467.198517
10.496150,346.084320,228.249420,325.417145,459.897247
6.447248,154.822403,0.001381,0.168825,-0.041986
10.862434,350.327637,226.488159,325.533569,486.361481
9.996698,428.263885,203.462631,298.137604,448.808655
10.450078,386.142975,216.171753,312.601837,470.261658
7.067668,146.073700,0.154310,0.296114,-0.112099
6.106230,157.133469,0.272849,0.127287,0.107498
6.948875,157.206146,0.344405,0.277461,0.066592
10.632581,360.622711,219.629791,318.417358,473.605377
7.551641,165.640396,0.236016,0.189805,0.026741
11.340916,372.540558,227.576492,322.757141,450.420105
6.522819,150.890457,-0.021317,0.116785,-0.024980
7.456532,170.329803,0.133897,0.026068,0.006830
9.657051,381.069824,217.050705,309.972595,443.746765
12.084741,418.526398,216.311356,308.732513,480.472046
6.308720,158.374939,0.228847,0.157920,0.155162
24.452566,429.374481,225.952545,331.968231,517.449707
9.553055,430.997040,209.095215,304.173340,459.308990
7.142831,159.283142,0.240185,0.152053,0.174786
9.600560,387.968079,209.450089,302.794403,446.164459
6.204372,163.016525,0.003114,0.379829,0.363606
6.803627,166.400497,0.111425,0.009299,0.090709
6.752711,155.554367,-0.006383,0.270553,0.191007
7.669406,151.368896,0.028189,0.250513,0.241933
7.620047,169.141800,0.220208,-0.018251,0.165470
7.236049,155.167282,0.019282,0.223654,0.019652
11.887778,405.696075,210.113541,311.618744,477.236755
7.330190,158.207489,0.253335,-0.039883,0.049799
7.247263,164.630753,0.021981,0.093393,0.280978
10.558595,421.054352,204.090530,295.658051,461.926025
6.516589,157.751617,0.008308,0.015482,0.087161
6.532546,155.180344,0.017684,0.226051,0.094217
12.394687,387.980621,224.513992,329.118103,476.771729
10.472889,406.813202,208.884277,305.422516,464.969086
11.322281,402.939545,211.333755,308.582703,473.114655
7.153017,169.609818,0.061274,0.135477,0.480618
6.209970,162.226868,0.225938,0.142706,0.137855
10.072454,358.674622,203.172913,294.599609,444.206848
10.759099,423.957214,205.451324,296.504608,466.523987
7.964144,363.318237,184.030060,265.889587,420.239319
10.154170,376.270477,209.119339,306.468231,475.421112
11.219617,406.249878,214.405090,308.952759,473.584869
6.601522,160.866165,-0.007277,0.073883,0.217402
6.516235,165.459717,0.255712,0.170535,0.167288
6.415673,164.484848,-0.014123,0.089685,0.045257
11.245843,394.012329,217.560562,316.698273,476.614410
10.255973,385.465210,217.275665,315.228241,459.122711
6.753602,151.742706,0.080029,0.052672,0.130532
7.203821,170.278076,0.119280,0.112295,-0.132489
10.750197,363.950317,215.895401,312.142059,473.071686
10.066100,389.764679,216.120377,312.151855,451.879639
11.124693,419.257263,215.747696,316.832703,467.869446
6.286591,157.889633,-0.228450,0.279633,-0.221985
7.338375,162.372620,-0.077803,0.247126,-0.041407
7.218531,168.380005,0.105958,0.013889,0.192692
9.621559,418.457336,214.064438,310.432251,448.838501
7.168018,154.374100,0.102243,-0.006210,0.051094
7.078925,155.914566,0.005109,0.076436,0.182074
10.978804,367.652985,223.390808,321.501770,453.200287
10.864164,409.174072,218.595947,319.056610,483.582397
6.175602,135.174286,-0.167616,0.091018,0.062793
7.069721,162.633957,0.039429,0.224477,-0.019807
7.270973,166.013168,0.386378,-0.001772,0.047820
6.460793,132.861847,0.018114,0.135045,-0.066008
9.061202,370.686676,209.939545,295.239990,430.903503
6.358848,164.340530,0.137654,0.220984,0.050959
7.575065,155.085251,0.097590,0.241397,0.117656
7.245597,163.932724,0.064958,0.219956,0.313420
10.447864,376.708008,219.710388,319.253906,468.518707
11.684050,407.315308,218.269196,318.066559,480.692078
9.753439,1.539999,0.219388,0.073998,0.014971
6.924878,171.461060,0.001475,0.001761,0.023850
6.813786,155.851471,0.095470,0.270099,0.075366
5.835699,159.656845,0.255125,0.172120,0.178920
11.314208,377.674713,216.945892,312.639374,463.396240
6.925692,168.127213,0.260061,0.249071,0.186159
8.818614,403.298737,210.280670,305.479797,438.646332
6.654304,157.080109,-0.228766,0.119387,0.172965
6.201081,164.550018,0.032703,0.121924,0.244560
10.860536,385.096161,225.317947,326.471313,476.720551
8.109309,373.482605,199.191254,287.290009,421.816254
6.549767,167.321274,-0.149100,0.319071,0.064706
9.856211,390.467987,201.842255,297.844452,474.266083
7.854263,158.604050,0.221528,0.087705,0.143098
10.471127,364.954346,225.057770,321.942200,473.102295
10.081651,387.924255,212.519928,305.850159,460.456512
7.396879,176.868271,0.431705,0.080635,0.219382
10.262269,391.917389,205.285461,293.446442,457.132233
7.562813,368.090942,186.347763,267.674072,386.278076
6.549091,168.346725,0.130282,0.020681,0.106237
10.922161,409.960571,211.026093,305.086548,480.160858
5.961830,163.403610,0.148640,0.045583,0.138311
9.143187,413.938324,211.642639,304.967957,449.144989
6.577355,162.535980,0.450557,0.102967,0.240326
6.376552,159.047363,0.271192,0.056977,0.296595
10.591421,382.539886,224.962570,321.771423,471.859100
7.102706,158.640793,-0.213123,-0.009658,0.120277
11.573440,394.373962,219.326889,321.361603,473.561005
11.010706,398.039612,224.212875,320.066345,460.902008
6.784976,164.530533,0.064327,0.212587,0.141352
7.442844,154.608856,-0.042438,0.065666,0.008585
22.214956,325.030640,-0.017467,0.219831,0.236282
55.701748,595.789978,460.890472,681.291016,1039.013306
8.070210,161.383652,0.082499,0.361765,0.342104
8.079950,373.417084,204.384750,293.408295,421.418701
10.105315,408.044037,211.956589,311.118835,463.776672
8.152942,369.247864,206.398499,292.721252,422.231964
10.943604,387.042999,220.089813,317.846313,461.397705
9.801544,388.670074,217.496567,311.254089,451.359375
6.605188,164.844131,-0.018022,0.137910,-0.048448
10.561668,402.570648,210.280960,304.449554,453.686768
10.758597,405.381256,221.052414,316.242096,466.129120
10.660232,425.075653,213.139389,306.286102,464.982208
6.304518,155.651077,-0.025433,0.216375,0.220613
7.524892,376.502136,177.745407,257.628174,396.032349
7.698483,161.960297,0.129566,0.154409,0.238165
6.820787,163.004929,0.137286,0.072392,0.058205
10.095551,385.568115,213.431992,305.453461,467.106628
7.037585,174.466461,0.088788,-0.118926,-0.079305
8.505828,393.904053,203.791611,287.685059,432.950470
7.042783,156.977951,-0.101049,0.077929,0.058379
6.938722,163.230515,-0.016456,-0.104471,-0.090183
8.154089,360.028381,204.076599,292.190796,436.697540
7.453371,162.508514,0.160790,0.142187,0.180153
6.462775,157.136108,0.087726,0.265595,0.058691
9.776129,401.278595,201.891800,291.866547,456.783386
9.860552,388.471252,221.293289,317.856689,461.429840
10.513360,429.930878,205.181488,305.170898,466.923950
10.844426,364.429321,220.008423,312.289337,461.777100
8.642597,360.995392,203.005692,294.736542,423.534973
6.823530,156.316071,-0.134776,0.134410,0.301083
11.626894,431.508698,210.402328,310.658630,482.555237
10.424509,413.940063,215.666412,309.562073,465.434814
7.181794,156.280533,0.012534,0.092596,0.105137
8.072768,365.173645,203.028046,294.994537,414.015350
7.309641,160.869659,0.079481,0.014201,0.317413
9.520402,380.821625,212.183350,310.649811,450.165405
11.475672,396.087921,233.436508,329.342651,478.926056
9.921773,433.278290,205.661453,299.991119,459.033752
6.825478,160.488449,0.118969,-0.077806,0.029826
10.096953,440.392822,200.091888,294.700531,450.407074
11.559151,362.497620,227.378876,326.086273,480.724335
7.108128,167.560867,-0.095061,-0.054025,0.110911
10.721573,406.006958,220.420197,311.640747,469.076233
10.955735,356.413116,213.847168,308.666840,484.866028
12.991874,410.179626,235.104187,333.956909,488.829712
10.367242,395.622223,222.961197,319.044189,456.703583
7.028862,162.793839,0.224410,0.147760,0.168790
11.612732,376.973846,221.155197,324.324829,468.570862
9.133002,392.016113,208.957275,298.781250,440.514709
11.372427,409.947906,216.924622,314.249756,469.381195
6.812959,154.091400,0.156604,0.073875,0.060171
11.326864,405.406036,214.127533,314.845581,472.837311
17.470217,290.998840,-0.048753,0.244057,0.141119
8.620542,383.882629,197.867493,287.664001,446.221008
9.253652,388.645874,210.092255,296.331146,437.025269
6.936279,156.310333,-0.080541,-0.081128,0.105108
6.620704,160.582779,-0.053065,0.141013,0.170217
11.196855,434.950195,204.490204,301.872589,457.833252
8.448884,367.505859,204.772537,295.685516,440.457397
10.398185,371.466553,225.734711,324.250702,455.648529
7.480419,361.070312,185.241547,270.565491,420.620911
11.796733,403.185852,225.650726,327.708954,474.881470
7.461661,161.125626,0.113593,0.062642,0.032855
7.384421,159.575470,0.011823,0.172502,0.227719
11.241315,381.212860,223.185486,318.528503,456.448669
7.050765,160.869461,0.037780,0.009172,0.028776
6.284927,168.276428,0.142942,0.072925,0.086065
11.502776,400.085480,219.408859,320.963043,488.191589
9.002087,406.242279,206.608475,301.657623,439.003784
6.816489,168.636307,0.207293,0.070420,0.066934
8.985739,365.786621,202.222015,289.761108,432.570587
10.330480,408.353119,210.785965,303.626312,451.721954
10.836582,426.571777,209.988632,306.891357,478.773041
7.124612,164.218521,-0.131887,-0.182078,-0.020515
10.405759,415.186707,206.393906,297.076904,462.447144
7.582812,160.409958,0.124080,0.085550,-0.008942
6.559550,173.085083,0.044764,0.204360,0.254579
9.003984,365.471466,204.946899,296.543762,431.155609
12.291209,370.558014,230.324692,326.957062,472.125488
9.992130,397.882019,213.632095,311.896423,450.202423
10.758080,399.599243,208.290741,305.055511,475.293091
6.673095,163.991241,0.468067,0.234990,0.132289
6.425251,154.365219,-0.004982,0.318321,0.240406
6.608485,164.794342,0.102094,0.161091,0.189159
9.650195,382.613495,203.913956,291.125427,463.951080
7.603329,164.714264,0.219348,0.152847,0.270614
6.774684,155.886307,0.218872,-0.023385,0.256964
22.047234,309.963257,0.094262,0.163512,0.189440
6.818237,159.734421,0.040736,0.134627,0.310814
8.326819,366.749603,203.411652,290.576874,417.408844
9.053301,389.524231,210.859177,305.254150,466.784393
6.328995,168.725327,0.180841,0.033826,0.231313
10.516066,400.544922,214.515488,306.356171,453.554932
9.334301,377.208069,197.142807,283.637451,445.967255
7.647261,166.272385,-0.130786,0.162556,0.429303
6.824516,157.478241,0.199887,0.205314,0.174287
6.725986,160.817780,0.305910,0.132642,0.226053
10.970014,432.488861,210.659180,303.685242,472.654175
