set,R2,,d1,k1,d2,k2,Kd,n,k3
10,0.056113877,,0.01829,4.208881192,0.116887163,0.001023,90.41,0.964487,0.000432
52,0.05318236,,0.01829,4.356790396,0.116834754,0.001023,90.41,0.964487,0.000432
1,0.052438229,,0.01829,4.004054683,0.116714521,0.001023,90.41,0.964487,0.000432
35,0.052129164,,0.01829,4.527238074,0.116833854,0.001023,90.41,0.964487,0.000432
12,0.051036374,,0.01829,5.634213934,0.116952908,0.001023,90.41,0.964487,0.000432
42,0.04961446,,0.01829,6.107076122,0.116913077,0.001023,90.41,0.964487,0.000432
68,0.046036663,,0.01829,6.468943132,0.116795262,0.001023,90.41,0.964487,0.000432
37,0.045114676,,0.01829,7.175188804,0.116916379,0.001023,90.41,0.964487,0.000432
7,0.044904586,,0.01829,6.44416522,0.116748589,0.001023,90.41,0.964487,0.000432
92,0.044899242,,0.01829,6.670627149,0.116928888,0.001023,90.41,0.964487,0.000432
36,0.044896201,,0.01829,9.03302752,0.116960015,0.001023,90.41,0.964487,0.000432
61,0.043381668,,0.01829,8.759917176,0.116971127,0.001023,90.41,0.964487,0.000432
31,0.043237506,,0.01829,5.945202704,0.116784967,0.001023,90.41,0.964487,0.000432
95,0.043140936,,0.01829,5.591135276,0.116721314,0.001023,90.41,0.964487,0.000432
48,0.042605239,,0.01829,7.427340485,0.116963419,0.001023,90.41,0.964487,0.000432
99,0.042388472,,0.01829,6.27335696,0.116809558,0.001023,90.41,0.964487,0.000432
23,0.041327634,,0.01829,6.619624175,0.116819256,0.001023,90.41,0.964487,0.000432
14,0.04023012,,0.01829,9.94260074,0.116942599,0.001023,90.41,0.964487,0.000432
88,0.039779868,,0.01829,7.777380258,0.116847854,0.001023,90.41,0.964487,0.000432
60,0.039651064,,0.01829,6.722023091,0.116739497,0.001023,90.41,0.964487,0.000432
76,0.038637271,,0.01829,7.928055225,0.116881861,0.001023,90.41,0.964487,0.000432
30,0.037453439,,0.01829,8.62647431,0.116899469,0.001023,90.41,0.964487,0.000432
90,0.036953359,,0.01829,7.484566763,0.116696342,0.001023,90.41,0.964487,0.000432
74,0.036601869,,0.01829,8.593432434,0.116848954,0.001023,90.41,0.964487,0.000432
93,0.036035768,,0.01829,7.513345034,0.11671542,0.001023,90.41,0.964487,0.000432
46,0.03601211,,0.01829,6.90504744,0.116714221,0.001023,90.41,0.964487,0.000432
33,0.035688359,,0.01829,8.112723354,0.116713322,0.001023,90.41,0.964487,0.000432
19,0.02936359,,0.01829,8.963961859,0.116697541,0.001023,90.41,0.964487,0.000432
