set,R2,,d1,k1,d2,k2,Kd,n,k3
11,-67.12300782,,0.01829,0.08299,0.11669,0.007175189,90.41,0.964487,0.000432
45,-73.1935104,,0.01829,0.08299,0.11669,0.007455899,90.41,0.964487,0.000432
83,-86.88132346,,0.01829,0.08299,0.11669,0.008050694,90.41,0.964487,0.000432
56,-119.5221352,,0.01829,0.08299,0.11669,0.009314653,90.41,0.964487,0.000432
13,-220.5272829,,0.01829,0.08299,0.11669,0.012469049,90.41,0.964487,0.000432
91,-339.8976234,,0.01829,0.08299,0.11669,0.015458476,90.41,0.964487,0.000432
49,-593.9802851,,0.01829,0.08299,0.11669,0.020614209,90.41,0.964487,0.000432
95,-820.9578494,,0.01829,0.08299,0.11669,0.024500033,90.41,0.964487,0.000432
4,-925.7238831,,0.01829,0.08299,0.11669,0.026151704,90.41,0.964487,0.000432
23,-1027.474308,,0.01829,0.08299,0.11669,0.02770129,90.41,0.964487,0.000432
89,-1063.67004,,0.01829,0.08299,0.11669,0.028237961,90.41,0.964487,0.000432
58,-1086.157181,,0.01829,0.08299,0.11669,0.028564941,90.41,0.964487,0.000432
44,-1871.860812,,0.01829,0.08299,0.11669,0.038979237,90.41,0.964487,0.000432
7,-2528.477932,,0.01829,0.08299,0.11669,0.04668385,90.41,0.964487,0.000432
90,-2936.738286,,0.01829,0.08299,0.11669,0.051187824,90.41,0.964487,0.000432
78,-3653.130537,,0.01829,0.08299,0.11669,0.058771485,90.41,0.964487,0.000432
96,-3830.370498,,0.01829,0.08299,0.11669,0.06060382,90.41,0.964487,0.000432
19,-3945.568511,,0.01829,0.08299,0.11669,0.061777927,90.41,0.964487,0.000432
37,-4281.280845,,0.01829,0.08299,0.11669,0.065187851,90.41,0.964487,0.000432
10,-4459.261599,,0.01829,0.08299,0.11669,0.066962758,90.41,0.964487,0.000432
6,-7611.642497,,0.01829,0.08299,0.11669,0.097536388,90.41,0.964487,0.000432
85,-7657.967995,,0.01829,0.08299,0.11669,0.097911416,90.41,0.964487,0.000432
5,-10922.81084,,0.01829,0.08299,0.11669,0.129072384,90.41,0.964487,0.000432
77,-25661.71494,,0.01829,0.08299,0.11669,0.294555181,90.41,0.964487,0.000432
29,-26788.61948,,0.01829,0.08299,0.11669,0.309623085,90.41,0.964487,0.000432
40,-27001.26941,,0.01829,0.08299,0.11669,0.313208351,90.41,0.964487,0.000432
57,-38494.06743,,0.01829,0.08299,0.11669,0.498310456,90.41,0.964487,0.000432
42,-40857.01496,,0.01829,0.08299,0.11669,0.54638655,90.41,0.964487,0.000432
61,-49952.35804,,0.01829,0.08299,0.11669,0.826989509,90.41,0.964487,0.000432
88,-50590.70889,,0.01829,0.08299,0.11669,0.852772788,90.41,0.964487,0.000432
17,-51946.90911,,0.01829,0.08299,0.11669,0.896396186,90.41,0.964487,0.000432
99,-52666.64317,,0.01829,0.08299,0.11669,0.924343376,90.41,0.964487,0.000432
54,-54200.75315,,0.01829,0.08299,0.11669,0.979114164,90.41,0.964487,0.000432
39,-55718.69128,,0.01829,0.08299,0.11669,1.033157819,90.41,0.964487,0.000432
35,-59948.57372,,0.01829,0.08299,0.11669,1.223207119,90.41,0.964487,0.000432
24,-61204.74482,,0.01829,0.08299,0.11669,1.285780002,90.41,0.964487,0.000432
70,-62241.2837,,0.01829,0.08299,0.11669,1.35675053,90.41,0.964487,0.000432
59,-66445.43548,,0.01829,0.08299,0.11669,1.594042881,90.41,0.964487,0.000432
60,-76469.70174,,0.01829,0.08299,0.11669,2.394234402,90.41,0.964487,0.000432
1,-82861.10964,,0.01829,0.08299,0.11669,3.084371394,90.41,0.964487,0.000432
26,-84191.17979,,0.01829,0.08299,0.11669,3.317671128,90.41,0.964487,0.000432
86,-86423.65884,,0.01829,0.08299,0.11669,3.665782273,90.41,0.964487,0.000432
20,-90749.13785,,0.01829,0.08299,0.11669,4.192759967,90.41,0.964487,0.000432
47,-98719.90899,,0.01829,0.08299,0.11669,5.765451635,90.41,0.964487,0.000432
53,-104603.597,,0.01829,0.08299,0.11669,7.314197223,90.41,0.964487,0.000432
50,-105844.5352,,0.01829,0.08299,0.11669,7.542233958,90.41,0.964487,0.000432
92,-107896.5619,,0.01829,0.08299,0.11669,8.206664263,90.41,0.964487,0.000432
46,-109326.3238,,0.01829,0.08299,0.11669,8.692939692,90.41,0.964487,0.000432
36,-110569.0421,,0.01829,0.08299,0.11669,9.208028751,90.41,0.964487,0.000432
80,-110658.1806,,0.01829,0.08299,0.11669,9.314652699,90.41,0.964487,0.000432
43,-111134.0759,,0.01829,0.08299,0.11669,9.458740991,90.41,0.964487,0.000432
